budget,revenue,profit,popularity,runtime,vote_average,genres1
21000000,0,-21000000,12.761176,124,7.4,18
26500000,159375308,132875308,60.732738,134,8.2,12
0,0,0,0.49446,114,5.7,35
0,0,0,6.574285,124,4.9,35
2000000,5048693,3048693,14.617944,104,7.1,28
20000000,0,-20000000,3.102987,118,6.8,18
20000000,1675706,-18324294,5.65327,84,3.3,35
20000000,5359645,-14640355,44.566609,107,6.9,28
40000000,7400000,-32600000,8.978408,125,6.5,18
0,0,0,10.150993,115,6,18
0,0,0,0.28576,88,2.2,10751
10000000,3727746,-6272254,11.267676,122,5.4,18
20000000,0,-20000000,9.129808,126,6.4,16
0,0,0,2.013405,101,5.8,18
0,0,0,20.086645,101,5.9,18
20000000,305070,-19694930,3.581906,107,6.2,12
0,47301471,47301471,12.373248,86,6.1,35
0,0,0,12.283025,118,5.8,35
20000000,4634062,-15365938,10.617236,107,4.5,28
20000000,0,-20000000,6.377308,100,5.5,18
20000000,346594,-19653406,3.620537,110,6,18
0,17671101,17671101,27.215666,106,5.3,27
0,0,0,4.127155,102,6.6,28
20000000,0,-20000000,13.118983,95,6.3,80
20000000,0,-20000000,14.182301,83,5.3,35
0,0,0,0.416179,170,5,18
0,0,0,0.485405,98,0.5,16
20000000,0,-20000000,7.444189,105,6.1,18
20000000,0,-20000000,33.625477,96,5.4,53
27220000,5496951,-21723049,28.060472,105,6.1,53
19400000,0,-19400000,20.746932,125,7.1,18
27000000,0,-27000000,7.727035,150,7.1,28
22000000,424208848,402208848,45.707835,181,7.6,12
20000000,216197492,196197492,28.497242,92,5.4,35
19000000,110879513,91879513,11.47316,113,6.7,18
19000000,70067909,51067909,25.28132,95,6.1,35
14000000,173046663,159046663,45.99611,111,7,80
0,0,0,20.392858,91,5.4,27
19000000,44017374,25017374,78.699993,144,8.1,27
19000000,381109762,362109762,76.603233,116,8,12
19000000,40846082,21846082,13.664614,93,5.5,27
0,0,0,2.242809,113,6,18
27000000,0,-27000000,1.224105,90,3.9,28
19000000,49830607,30830607,27.494037,101,5.9,35
18000000,101564935,83564935,18.47518,95,5.3,35
19100000,5728213,-13371787,10.559414,109,6.5,18
0,0,0,1.916351,85,4.6,16
20000000,54956140,34956140,28.867568,101,6.2,9648
15000000,274925095,259925095,118.968562,125,8.3,14
0,0,0,3.376967,110,5.9,28
25000000,8613462,-16386538,7.436491,132,6.5,28
0,76586316,76586316,57.84156,131,7.4,18
19000000,18755936,-244064,17.952817,109,6,35
19000000,29922472,10922472,21.959742,100,6.4,10749
19000000,4750000,-14250000,4.229942,188,6,18
19000000,6928068,-12071932,11.766564,97,6.2,35
0,5310554,5310554,2.366251,121,5.8,18
19000000,2119994,-16880006,0.068228,93,5.6,10751
18000000,0,-18000000,5.380733,116,6.1,53
0,0,0,5.625989,110,6.8,18
19000000,108047131,89047131,30.205943,90,6,27
19000000,32801173,13801173,26.441669,114,7.3,35
15000000,46770602,31770602,15.262492,93,6,27
0,0,0,1.583918,107,5.8,28
18500000,10680275,-7819725,44.511363,118,7.2,12
18500000,31912793,13412793,16.665841,100,6,35
18000000,268157400,250157400,36.471231,96,6.2,35
23000000,351583407,328583407,85.30318,101,6.6,10749
18000000,151668774,133668774,20.716023,104,6.9,14
18000000,261572744,243572744,29.487784,82,6.5,35
18000000,141774679,123774679,25.43954,96,6.1,35
18000000,87000000,69000000,15.314027,105,6.4,878
19000000,144216468,125216468,32.602868,122,6.3,80
17000000,65535067,48535067,9.832326,88,5.5,35
16000000,19682924,3682924,33.452469,110,3.7,53
0,0,0,14.190837,103,6.2,35
18000000,65070412,47070412,6.501815,106,5.6,35
23000000,76488889,53488889,26.58873,91,6.5,18
16500000,67683989,51183989,36.15716,94,6.5,878
18000000,88923251,70923251,16.027955,94,5.5,10749
21000000,72417394,51417394,14.329891,99,6.3,10751
18000000,98235548,80235548,50.009408,107,7.3,878
18000000,51973029,33973029,31.82675,160,7.8,18
0,14796236,14796236,9.642041,88,4.8,80
17000000,129042871,112042871,36.423717,97,6.9,35
0,0,0,12.309718,113,6.4,35
19800000,87754044,67954044,11.693272,137,6.8,18
18000000,41382841,23382841,12.243887,103,5.9,35
18000000,103215094,85215094,89.811154,119,7.4,18
18000000,99206215,81206215,34.694216,98,7,35
15000000,76286096,61286096,17.50138,111,6.9,18
18000000,62646763,44646763,18.492655,94,6,10749
18000000,0,-18000000,11.238522,81,4.9,28
1000000,21378361,20378361,14.518598,89,6.4,27
18000000,47088990,29088990,19.234672,106,6.9,28
18000000,24911670,6911670,4.504377,121,6.7,10752
0,24007324,24007324,10.529143,86,5.6,35
18000000,100000000,82000000,18.379124,103,5.8,12
18000000,23000000,5000000,35.524457,129,7.7,18
18000000,36133014,18133014,13.472365,109,5.6,18
18000000,0,-18000000,8.321586,109,6.7,28
0,0,0,7.668063,107,5.5,10402
18000000,35692920,17692920,52.464877,94,7,12
0,0,0,11.423533,94,6.4,28
18000000,17200925,-799075,6.961736,115,6.8,18
17000000,24000000,7000000,9.191187,107,5.4,35
18000000,16702864,-1297136,4.492859,92,4.9,10751
18000000,0,-18000000,5.706767,125,7.2,18
30000000,34441873,4441873,53.670525,122,6.8,18
18000000,0,-18000000,14.15192,102,5.1,35
18000000,0,-18000000,13.462544,87,5.9,18
18000000,2945600,-15054400,11.725805,98,3.7,28
21000000,28008462,7008462,7.047975,109,6.2,18
18000000,12000000,-6000000,13.628601,108,7.3,18
18000000,10501938,-7498062,16.520516,90,4.9,28
18000000,8038061,-9961939,14.916264,112,6.9,18
18000000,25312387,7312387,9.633711,94,5.7,35
0,0,0,3.455018,105,5.6,12
0,0,0,1.946634,104,6.4,35
17000000,6735922,-10264078,12.313143,117,5.8,18
18000000,14110013,-3889987,3.258422,108,6.5,14
0,0,0,3.659292,112,6.7,18
18000000,5887457,-12112543,24.548633,127,7.3,35
18000000,20275812,2275812,17.683563,111,6.7,18
18000000,26527510,8527510,10.1449,120,6.5,36
18000000,25739015,7739015,31.887978,114,6.9,28
0,0,0,1.110179,99,3.5,12
0,0,0,9.814785,242,7.3,18
25000000,20719451,-4280549,1.876811,117,6.8,18
18000000,6212282,-11787718,32.717853,112,6.2,12
0,0,0,8.945081,108,6.2,35
18000000,22309223,4309223,13.916583,116,6.7,18
15238800,0,-15238800,17.94739,144,7.2,80
0,0,0,2.525569,90,5.3,27
2700000,3500000,800000,10.47644,93,5.9,10749
18000000,676698,-17323302,10.991281,103,7,18
18000000,7972967,-10027033,7.871686,93,6.7,10402
18000000,382174,-17617826,6.333869,98,4.4,18
18000000,871279,-17128721,1.138383,338,6.7,80
18000000,0,-18000000,8.266124,114,5.6,53
0,0,0,0.910529,121,9.3,37
3500000,34000000,30500000,18.025206,96,6.9,27
18000000,0,-18000000,10.144222,92,4.5,28
18000000,1831348,-16168652,9.244181,105,6.7,28
17900000,6948633,-10951367,12.752463,89,5,12
14000000,13551174,-448826,22.748174,119,6,53
20000000,121463226,101463226,33.436092,113,7,35
0,90508336,90508336,3.107371,103,6.4,35
18000000,0,-18000000,7.922639,90,5.7,27
23000000,150816700,127816700,28.973074,98,6.5,10402
15000000,51053787,36053787,23.980329,80,5.9,16
17500000,38000000,20500000,28.60542,121,7.5,18
24000000,99965753,75965753,42.669304,89,5.9,28
17500000,7018189,-10481811,7.180403,93,5.8,18
18000000,266586800,248586800,21.638673,93,4.6,53
0,0,0,2.64486,116,5.4,53
0,0,0,25.881355,101,7.4,27
18500000,183316455,164816455,67.66094,137,7.7,27
17000000,72070731,55070731,20.786616,170,7.4,18
17000000,125586134,108586134,27.654472,100,5.6,27
17000000,136621271,119621271,70.668923,104,6.4,35
16000000,109502303,93502303,23.425431,126,6.9,35
17500000,19179969,1679969,14.304444,110,5.8,35
300000,70000000,69700000,30.301307,91,7.4,27
17000000,0,-17000000,3.56033,87,4.7,35
17000000,71625195,54625195,7.210095,123,6.7,35
17000000,57103895,40103895,23.491962,109,6.4,28
20000000,136150434,116150434,36.133536,90,5.8,27
17000000,0,-17000000,14.18136,94,5.2,35
17000000,30331165,13331165,12.709227,81,5.9,35
17000000,43165571,26165571,24.054062,86,6,18
15000000,69623713,54623713,35.107857,107,6.1,27
0,0,0,10.149569,98,5.1,35
0,45710059,45710059,14.023082,128,7.4,18
0,0,0,9.054803,99,5.6,35
20000000,21170563,1170563,5.422285,105,6,18
17000000,115350426,98350426,32.746486,112,7.3,35
34000000,19693891,-14306109,3.960098,108,4.8,18
0,0,0,10.178917,121,6.9,18
17000000,0,-17000000,4.544216,89,4.6,27
0,0,0,2.184708,89,3.3,35
0,0,0,3.09159,73,6.3,10751
17000000,29536299,12536299,18.790102,133,6.2,80
17000000,10000000,-7000000,3.321095,154,6.3,28
17000000,97542952,80542952,33.912116,91,6.4,27
17000000,20455276,3455276,5.787891,95,5.6,35
17000000,7314027,-9685973,7.864011,107,4.9,35
17000000,19300000,2300000,17.062117,90,4.1,28
0,0,0,1.782666,94,3,18
17000000,9500000,-7500000,19.311572,122,7,28
0,0,0,2.897449,120,5.5,18
17000000,0,-17000000,0.138564,97,2.9,12
40000000,86915017,46915017,36.960953,110,7.1,14
17000000,2000000,-15000000,1.15641,102,5.6,12
17000000,1569918,-15430082,9.583578,98,6.8,18
17000000,3758328,-13241672,25.112567,120,6.1,53
17000000,374743,-16625257,9.349386,144,5.2,28
15000000,0,-15000000,8.884405,80,6.5,16
17000000,8720000,-8280000,2.215261,91,5,28
17000000,9627492,-7372508,6.385234,82,4.5,27
16500000,0,-16500000,20.935169,102,7,35
16800000,2281089,-14518911,4.358255,122,5.8,18
15000000,43848069,28848069,24.898687,126,7,80
16500000,135000000,118500000,20.898711,136,7.2,18
16500000,37311672,20811672,18.236284,120,6.9,18
16500000,13620075,-2879925,10.74648,108,6,35
16500000,16942795,442795,12.102725,126,7,18
16400000,235860116,219460116,55.458584,129,8.1,18
16000000,247275374,231275374,35.777067,107,6.5,35
16000000,92823546,76823546,18.430419,96,7.3,35
16000000,53977250,37977250,7.980632,129,7.4,18
16000000,119754278,103754278,14.759948,93,5.9,35
0,0,0,9.229999,106,6,35
15000000,133432856,118432856,29.943316,100,7.3,18
16000000,76514050,60514050,15.788784,87,4.8,27
16000000,68263166,52263166,41.083914,94,7.6,35
16000000,0,-16000000,21.380635,91,5.9,27
18500000,6490401,-12009599,1.884558,120,6.4,18
0,0,0,4.382761,80,3.7,35
19000000,83258226,64258226,90.809408,118,7.6,14
0,0,0,6.579017,94,4.8,28
16000000,29381649,13381649,7.854989,130,7.4,80
16000000,40492759,24492759,11.807269,91,5.3,53
17700000,30987695,13287695,15.976335,91,5.5,9648
15000000,30102717,15102717,10.484642,110,5.3,53
12000000,80573774,68573774,38.623178,121,7.4,80
16000000,50007546,34007546,8.8321,114,4.6,35
15000000,96408652,81408652,32.758254,96,6.7,18
25000000,0,-25000000,6.091033,139,6.4,28
16000000,20627372,4627372,9.119797,94,5.4,35
0,0,0,9.423866,109,7.2,18
16000000,31556061,15556061,32.257414,100,5.3,35
16000000,15427192,-572808,3.021835,96,5.4,35
16000000,0,-16000000,7.612849,90,7,35
20000000,0,-20000000,36.764666,113,6.9,18
0,0,0,3.199784,99,5.7,18
20000000,13854000,-6146000,9.455596,108,5.3,35
26000000,206678440,180678440,44.301745,125,7.6,18
16000000,18564088,2564088,19.890428,100,6.8,53
16000000,12,-15999988,0.830596,97,4.6,35
0,0,0,2.637355,107,5.1,28
0,0,0,2.25453,112,5.5,35
16000000,0,-16000000,8.711782,112,6.4,35
6500000,4217115,-2282885,5.700333,95,6.7,35
16000000,5900000,-10100000,29.253833,116,6.8,12
16000000,2849142,-13150858,8.842869,113,6.7,18
16000000,1686429,-14313571,2.848727,97,4.3,878
16000000,5867686,-10132314,13.832464,117,6.2,18
0,0,0,4.488547,135,6.9,18
20000000,24261569,4261569,38.802415,101,6.5,53
16000000,14822346,-1177654,9.400404,86,4.7,10749
11000000,53191886,42191886,18.923181,106,6.8,35
0,0,0,2.397987,96,6.3,18
13000000,754249,-12245751,20.39955,161,7.2,14
16000000,0,-16000000,7.251897,93,4.8,35
16000000,47801389,31801389,43.217089,93,7.7,18
16000000,0,-16000000,14.529496,110,6.7,80
16000000,3442853,-12557147,20.59148,122,6.4,37
15600000,0,-15600000,2.244947,91,4.2,35
0,0,0,1.326264,115,5.7,10752
0,0,0,0.212108,99,5.3,28
15500000,1237615,-14262385,6.630856,93,5.5,9648
15300000,0,-15300000,18.20957,94,6.2,18
15500000,0,-15500000,17.327279,95,6.3,35
15000000,316360478,301360478,29.843818,105,6.8,28
18000000,476684675,458684675,2.186927,103,7.1,35
0,0,0,12.335827,102,5.8,10751
21000000,177200000,156200000,20.818567,116,6.9,35
15000000,356830601,341830601,58.900647,110,6.7,28
17000000,213525736,196525736,45.742254,120,7.2,12
15000000,356296601,341296601,80.878605,122,7.9,18
15000000,414211549,399211549,54.053576,118,7.6,18
15000000,216614388,201614388,17.638286,107,5.7,35
15000000,317000,-14683000,3.803495,102,6.4,18
15000000,146292009,131292009,17.571533,154,7.7,18
16000000,11301649,-4698351,4.628525,120,6.5,28
14000000,233555708,219555708,145.364591,113,8,36
0,0,0,12.18838,109,6,35
15000000,67182787,52182787,3.826685,125,7.2,18
15000000,75700498,60700498,21.095489,92,5.9,35
15000000,146497771,131497771,47.455148,100,6,27
15000000,61399552,46399552,22.838834,98,7.1,35
15000000,151831537,136831537,27.165222,92,6,35
15000000,123384128,108384128,19.113278,103,6.8,18
15000000,73326666,58326666,58.553213,92,7.1,14
15000000,55184721,40184721,2.005111,113,6.1,35
18000000,0,-18000000,16.418639,115,7,18
17000000,127730736,110730736,43.675191,95,6.1,18
15000000,66966987,51966987,4.688212,87,5.4,27
15000000,52970014,37970014,9.125594,88,5.6,35
15000000,50000000,35000000,19.786392,183,7.8,18
15000000,64256513,49256513,13.581966,97,6.7,35
17000000,55534455,38534455,11.927667,94,5.7,10751
35000000,42930462,7930462,30.556135,112,5.8,53
15000000,61548707,46548707,31.565117,98,5.9,27
15000000,40283321,25283321,21.535126,104,6.2,27
0,0,0,7.921311,118,6.9,18
15000000,44862187,29862187,19.284129,104,6.6,28
16000000,66468332,50468332,23.423082,89,5.5,35
7000000,48126384,41126384,49.517264,109,7.2,80
15000000,35007180,20007180,11.375032,106,5.8,80
15000000,123726688,108726688,61.182331,123,7.8,18
0,0,0,7.314796,86,4.7,35
15000000,33771174,18771174,6.857923,120,6.9,35
15000000,69995385,54995385,41.286336,216,7.8,12
15000000,39421467,24421467,12.929525,105,5.1,27
15000000,52501541,37501541,42.952942,115,7,18
15000000,32721635,17721635,19.760383,110,6.2,80
15000000,47175038,32175038,10.194097,88,6.2,35
13000000,37664855,24664855,11.045593,94,4.5,27
16000000,30857814,14857814,44.533612,98,7.6,12
15000000,30226144,15226144,10.84158,126,6.9,18
15000000,78054825,63054825,49.294864,100,7.4,18
15000000,29331068,14331068,7.424798,89,5.1,35
15000000,46905889,31905889,5.164281,111,5.6,35
15000000,64238440,49238440,34.759855,100,6.5,27
15000000,30127963,15127963,7.297757,115,6.3,18
14000000,32645546,18645546,3.334804,106,6.1,35
20000000,27728118,7728118,2.027393,124,7.4,28
0,28084357,28084357,13.817269,107,6.9,28
15000000,40105542,25105542,13.237835,99,4.7,35
0,0,0,3.890223,90,4.3,9648
15000000,24769466,9769466,19.517239,101,6.3,18
15000000,85306374,70306374,30.669913,124,7.3,18
0,0,0,9.681147,103,6.1,35
11500000,23237911,11737911,15.355589,134,7.5,18
15000000,43101594,28101594,19.85579,155,7.5,18
0,0,0,11.689337,94,5.5,28
15000000,21000000,6000000,3.043589,95,6.1,18
15000000,0,-15000000,17.141376,89,5.2,27
14000000,38574362,24574362,8.885017,97,4.4,27
0,0,0,4.115398,90,6.4,14
20000000,22165608,2165608,7.679336,92,5,28
15000000,20566327,5566327,18.268009,94,6,28
15000000,20529194,5529194,7.809701,117,5.9,18
15000000,17507368,2507368,9.378688,84,5.5,9648
15000000,35485608,20485608,35.395129,140,6.8,18
15000000,32556119,17556119,45.317278,108,6,80
15000000,0,-15000000,4.302941,109,5.3,18
15000000,42000000,27000000,47.006162,131,7.2,18
15000000,17080167,2080167,11.379652,114,5.9,14
15000000,37930465,22930465,24.612603,97,5.8,80
15000000,31554855,16554855,26.708193,121,6.5,53
0,0,0,8.710294,87,4.6,35
0,0,0,1.800119,85,5.9,12
15000000,22730842,7730842,0.335195,85,6.7,10402
25000000,15843608,-9156392,11.782725,87,4.4,28
0,0,0,2.711955,121,5.1,80
15000000,59389433,44389433,16.629173,107,7,18
15000000,16633035,1633035,20.05902,111,6.7,18
15000000,12000000,-3000000,8.113634,92,5.9,80
0,0,0,9.87419,97,6.4,28
0,0,0,2.857936,97,5.3,14
20000000,0,-20000000,3.138118,125,6.3,18
15000000,0,-15000000,6.684096,124,6.2,35
0,0,0,0.722911,76,2.9,10751
15000000,15608545,608545,17.672021,96,5.2,28
15000000,10443316,-4556684,3.033471,93,4.8,18
0,0,0,3.313257,96,5.4,10749
15000000,0,-15000000,41.089863,132,7.5,35
15000000,14867514,-132486,10.9071,103,6,10402
15000000,46189568,31189568,49.230089,117,7.8,35
15000000,10903846,-4096154,11.429607,116,6.6,18
15000000,9237470,-5762530,6.373316,118,6.5,28
16000000,18928871,2928871,9.717392,100,6.7,18
15000000,9902115,-5097885,8.074807,94,5,18
20000000,8586376,-11413624,7.034752,94,4.7,35
0,0,0,7.250379,97,6.7,35
0,0,0,0.116873,98,4.7,35
0,0,0,7.712206,91,5.5,18
15000000,34533783,19533783,25.329493,107,7.4,35
15,0,-15,5.112809,95,5.6,35
15000000,8762890,-6237110,13.832376,102,5.6,35
15000000,6405245,-8594755,7.446069,89,5,35
15000000,8138788,-6861212,13.568302,106,6,18
15000000,35097815,20097815,21.857387,92,6.8,35
15000000,5217498,-9782502,0.249245,105,4.7,53
15000000,12036149,-2963851,12.163832,121,7,12
0,0,0,8.962245,120,6,35
15000000,15785148,785148,32.690038,103,7.2,28
25000000,4152230,-20847770,8.583217,92,6.1,53
15000000,20117339,5117339,31.60985,147,7.6,53
0,0,0,12.295216,98,5.4,18
22000000,0,-22000000,12.4654,98,5.8,35
15000000,9455232,-5544768,30.983397,104,6.8,18
0,0,0,1.485324,276,7,18
15000000,5926410,-9073590,11.428903,111,6.5,53
15000000,0,-15000000,5.484679,98,4.8,12
0,0,0,5.770246,111,6.5,35
15000000,7938872,-7061128,15.175289,112,6.3,27
0,0,0,2.414721,100,5.5,18
0,0,0,0.470645,116,6.6,18
92620000,650422,-91969578,32.351527,153,8,18
12000000,9584131,-2415869,17.493735,84,6.5,28
8000000,529766,-7470234,6.932221,116,6.7,18
15000000,632542,-14367458,8.142166,105,6.6,28
15000000,0,-15000000,6.329672,98,6.5,18
0,0,0,7.744166,105,7.4,53
8500000,8936663,436663,9.029489,98,6,12
12000000,6814789,-5185211,22.708647,97,5.9,12
15000000,76382,-14923618,2.609057,93,5,18
15000000,3533227,-11466773,19.913961,98,6,9648
15000000,0,-15000000,1.897761,107,5.2,18
15000000,0,-15000000,7.701186,90,4.8,18
15000000,23000,-14977000,1.833058,99,6.1,28
15000000,20380,-14979620,12.185204,93,5.7,35
0,0,0,2.500218,141,5.6,18
20000000,27187375,7187375,6.459787,85,5.8,16
7000000,0,-7000000,49.808505,110,5.6,53
0,0,0,4.901936,105,4.8,28
15000000,0,-15000000,0.738646,,7.3,18
15000000,0,-15000000,5.294319,119,6.7,18
0,0,0,0.165367,124,4.5,18
14600000,70906973,56306973,52.744331,101,7.4,10749
14800000,122513057,107713057,29.660993,115,6.3,35
14500000,147298761,132798761,41.493042,120,6.7,18
10000000,17511906,7511906,10.072199,111,7.2,18
14500000,0,-14500000,4.389363,98,5.8,18
14000000,159157447,145157447,37.380435,131,7.7,37
14200000,674918,-13525082,7.05145,139,6.9,18
15000000,377910544,362910544,59.258969,120,7.6,18
14000000,320145693,306145693,16.742972,119,6.6,18
14000000,463000000,449000000,45.473484,119,7,10749
0,239606210,239606210,15.474831,110,5.5,12
0,0,0,4.289676,101,5,53
14000000,161001698,147001698,25.949277,145,6.7,18
14000000,154864401,140864401,22.409117,98,6.8,35
15000000,100734718,85734718,13.706357,101,5.3,9648
13000000,75511123,62511123,6.92205,114,6.1,18
14000000,185438673,171438673,27.17347,125,6.6,12
14000000,72527595,58527595,12.159009,99,5.6,27
0,0,0,4.448494,111,6.2,35
14000000,34793160,20793160,13.13724,107,6.5,28
0,0,0,4.04701,81,5.1,35
13000000,114956699,101956699,23.3784,105,6.2,36
0,0,0,1.446172,82,6.4,28
14000000,27515786,13515786,3.650857,109,6.9,18
14000000,25482931,11482931,5.102258,95,5.8,28
14000000,19800000,5800000,6.772615,100,4.5,35
14000000,30749142,16749142,11.543363,118,4.5,27
0,0,0,7.436315,83,5.3,27
14000000,0,-14000000,14.813614,83,4.4,35
14000000,22852638,8852638,20.792603,98,6.2,53
14000000,21409028,7409028,6.733485,103,5.7,35
0,0,0,7.708227,96,5.6,35
12000000,21001563,9001563,2.238646,117,5.8,35
0,0,0,7.866961,92,5.5,27
0,0,0,3.876242,155,6.1,18
0,0,0,1.89218,115,6.7,35
11000000,13196245,2196245,4.536745,90,5,35
11000000,16951798,5951798,11.220643,91,4.5,27
0,0,0,11.706309,120,6.4,36
14000000,10424470,-3575530,4.66723,86,5.3,35
14000000,11417362,-2582638,7.487843,87,5.5,35
14000000,19777647,5777647,13.65494,112,7.4,18
26000000,14821658,-11178342,11.942862,136,6.9,10749
14000000,5108820,-8891180,5.833687,90,5.5,18
14000000,0,-14000000,6.370267,107,6.2,18
0,4291965,4291965,4.052219,101,6.4,28
0,0,0,3.231848,84,4.4,27
14000000,2474000,-11526000,0.900442,139,5.2,18
0,0,0,8.387573,93,6.3,35
0,0,0,0.633004,127,5.8,28
0,5405500,5405500,9.242554,150,6.3,36
0,0,0,1.866443,104,5.8,18
0,0,0,5.930533,132,7.1,18
12000000,0,-12000000,4.930129,117,6.7,36
0,0,0,8.747922,113,6.3,35
14000000,46495,-13953505,4.898424,149,6.1,18
108,0,-108,7.410523,90,4,35
14000000,1755212,-12244788,24.210698,89,7.4,10749
14000000,178043761,164043761,44.135568,134,7.5,18
12000000,0,-12000000,16.051328,97,6.9,35
13500000,29027914,15527914,9.982885,107,6.9,18
14000000,12314651,-1685349,16.618874,93,5,35
13500000,7060876,-6439124,7.261196,124,6.8,18
15000000,19422261,4422261,32.306455,110,6.7,35
0,0,0,4.722403,105,6,18
18339750,92180910,73841160,32.445895,156,7.7,18
12806000,38535221,25729221,17.363739,125,7.2,18
13300000,5380251,-7919749,29.782161,108,6,53
13000000,123922370,110922370,18.362333,121,7.1,35
13400000,16700000,3300000,0.680753,100,4.7,28
13000000,98441954,85441954,6.735922,105,4.8,99
13000000,327803731,314803731,91.285683,108,7.3,18
13000000,47542841,34542841,105.792936,200,8.3,18
13000000,91038276,78038276,9.969624,112,6.3,18
7000000,72500000,65500000,17.113408,99,5.8,27
16000000,77000000,61000000,10.248439,117,6.7,18
13000000,73180723,60180723,25.316146,83,5.2,35
13000000,44726644,31726644,9.499325,107,6.6,80
13000000,54837234,41837234,43.791745,102,7.1,35
12500000,49002684,36502684,11.828068,100,6,35
16000000,53478166,37478166,54.550275,97,7.3,35
13000000,0,-13000000,13.525704,88,5.7,35
0,0,0,12.963328,84,5.7,35
17000000,119100758,102100758,60.829621,86,6.2,27
13000000,96060858,83060858,73.307513,113,7.3,878
0,0,0,7.964289,89,4.8,35
13000000,0,-13000000,2.388918,117,7.1,35
12000000,36450736,24450736,4.580081,97,3.3,878
13000000,27007143,14007143,6.425528,91,6.1,28
12000000,0,-12000000,4.63093,100,5.7,35
13000000,35763605,22763605,16.681567,84,5.8,18
13200000,53830415,40630415,24.656068,83,5.6,80
18000000,57096190,39096190,37.104353,126,6.7,878
15000000,36869414,21869414,95.130041,108,7.6,18
13000000,22863596,9863596,27.546914,112,7.3,14
6000000,0,-6000000,2.27213,90,6.6,35
13000000,45300000,32300000,17.371327,89,5.7,10751
13000000,16929123,3929123,6.130096,99,6.6,18
19000000,68673228,49673228,24.47248,141,7.2,28
13000000,11130889,-1869111,6.764437,104,6.2,12
13000000,8026971,-4973029,1.750054,84,5.5,35
6000000,35401758,29401758,66.11334,117,8.1,18
0,0,0,9.066881,82,6.5,35
13000000,7820688,-5179312,6.170139,95,6.4,35
13000000,27500000,14500000,4.742537,94,5.7,35
0,0,0,1.212956,99,6.6,18
13000000,16757163,3757163,11.880899,106,5.5,10402
0,0,0,10.131123,84,5.1,12
13000000,0,-13000000,5.831302,93,6.1,35
13000000,48065672,35065672,35.522027,93,5.7,35
13000000,4857367,-8142633,10.573191,120,6.8,18
0,0,0,4.898437,112,5.9,18
13000000,18000000,5000000,17.632446,107,5.4,35
0,0,0,1.780065,112,6.7,10749
15000000,8459458,-6540542,26.373864,96,5.9,18
13000000,9789900,-3210100,1.647335,91,4.8,35
13000000,2636637,-10363363,12.321302,125,6.5,18
13000000,33400000,20400000,43.444135,102,7.7,18
3000000,1200000,-1800000,1.279106,87,4.5,28
13000000,1151330,-11848670,3.680896,110,6.4,18
0,0,0,2.996284,120,5.6,18
13000000,1784763,-11215237,10.475368,91,4.6,53
14350531,3964682,-10385849,30.952377,88,6.3,28
10000000,303877,-9696123,4.267466,127,5.8,18
13000000,68572378,55572378,34.532418,94,6.6,80
0,0,0,6.116436,110,5.8,36
0,33082548,33082548,1.714972,90,5.3,10751
13000000,10652035,-2347965,19.664699,98,6.4,35
12000000,55260558,43260558,6.537986,100,7.1,12
12500000,23367586,10867586,13.349012,120,6.7,18
0,0,0,6.796079,108,6.9,18
12500000,12281551,-218449,35.268557,120,7.5,28
3100000,0,-3100000,7.453347,111,5.9,10749
12500000,10725228,-1774772,13.939054,100,7.5,80
13000000,0,-13000000,11.892615,109,6,80
0,0,0,5.69872,118,6,18
12500000,27206120,14706120,8.780512,101,5.4,27
0,0,0,4.021389,101,8.4,12
12000000,11293663,-706337,15.817096,106,7.1,35
12500000,20416563,7916563,34.821223,94,7.7,10752
12800000,40031879,27231879,22.022228,140,7.6,18
0,0,0,0.139384,132,6.2,18
12500000,1227324,-11272676,2.950618,99,7.3,80
15000000,5024782,-9975218,7.497306,90,5.8,35
20000000,31327899,11327899,26.396191,105,6.3,28
12500000,1083683,-11416317,6.546037,108,6,80
12300000,84460846,72160846,28.670193,69,7,16
0,15,15,9.572705,140,7.4,28
12500000,3878993,-8621007,0.903529,118,6.3,18
8000000,441306145,433306145,47.584643,122,7.5,18
7000000,470654000,463654000,50.152327,124,7.5,27
11000000,235483004,224483004,60.767168,95,6.4,35
12516654,8109160,-4407494,11.103202,78,7.6,16
25000000,79817939,54817939,15.26213,94,5.6,28
12000000,96070507,84070507,6.035152,122,6.9,35
12000000,75781642,63781642,10.297189,102,6.2,35
12000000,96800000,84800000,22.434102,113,7.3,28
15000000,107217396,92217396,41.249004,86,6.4,35
12000000,79567667,67567667,23.161754,114,7,53
12000000,68706993,56706993,19.195399,113,7,80
12000000,81272766,69272766,21.958055,110,6.3,28
12000000,114194847,102194847,45.477802,104,6.7,10402
12000000,0,-12000000,12.60629,81,6.5,16
12000000,39673162,27673162,40.631671,154,7.3,35
12000000,43493123,31493123,26.219598,107,6.2,35
15000000,145000000,130000000,64.504747,84,6.6,878
12000000,30400000,18400000,3.389249,132,6.2,10402
5000000,42365581,37365581,14.779537,116,6.6,10751
12000000,61141030,49141030,6.703319,93,4.7,28
12000000,100000000,88000000,49.070321,88,6.5,35
12000000,89800000,77800000,21.933822,172,7.3,18
12000000,52223306,40223306,20.624896,96,6.6,27
12000000,40855419,28855419,8.083995,89,5.5,27
12000000,56309766,44309766,11.135734,98,5.5,18
12000000,31179516,19179516,4.623609,97,4.7,35
